feature_set,pca_dim,model_name,C,gamma,n_inner_genes,mean_accuracy,mean_balanced_accuracy,mean_roc_auc,mean_gof_f1,mean_average_precision,outer_target_gene
wt_site,8,rbf_svm,0.1,scale,6,0.6403824053402217,0.6825146084074656,0.7112197656840514,0.6229867438887343,0.6551987100342893,SCN3A
mutant_site,64,linear_svm,10.0,none,6,0.6901576549352365,0.6821708384208384,0.7445687249258678,0.6464517192965469,0.7107931749560849,SCN3A
wt_mut_site,32,rbf_svm,1.0,0.01,6,0.6692659395917495,0.6818848479562765,0.8064742136170708,0.575648988692467,0.7729280520113959,SCN3A
wt_site,16,logistic_regression,10.0,none,6,0.6779369447624752,0.6811842258270829,0.7641614338042909,0.6449268848136162,0.7563069583975112,SCN3A
mutant_site,8,logistic_regression,0.01,none,6,0.6831488744416685,0.680635138670853,0.7128103378103378,0.6520880848627192,0.661618431788346,SCN3A
mutant_site,128,logistic_regression,1.0,none,6,0.6810253350780028,0.6797698994127566,0.7201755916041629,0.6450439369628405,0.7041393330802382,SCN3A
wt_site,32,rbf_svm,0.1,scale,6,0.6354133956665075,0.6793512704226989,0.7397628495842782,0.6451199874317584,0.7039047182326642,SCN3A
mutant_site,8,logistic_regression,10.0,none,6,0.6886535355100415,0.6792338944124658,0.7134124803767662,0.6434730122067277,0.6643466923760363,SCN3A
delta_site,128,rbf_svm,10.0,scale,6,0.6786999490087596,0.6785267312053026,0.7418974213617071,0.5813293650793651,0.7025758674338526,SCN3A
mutant_site,8,logistic_regression,1.0,none,6,0.6875919643847762,0.6785216437002152,0.710802590266876,0.6426317516100798,0.6597358725959279,SCN3A
mutant_site,16,rbf_svm,0.1,scale,6,0.6424677117995409,0.6782974300831444,0.761905488691203,0.6666326193628332,0.7137006285105058,SCN3A
wt_mut_site,128,logistic_regression,10.0,none,6,0.6665276754746295,0.6779238618524333,0.6958031716960288,0.5988272480207965,0.6688401499344071,SCN3A
wt_site,8,rbf_svm,10.0,0.01,6,0.6580442528332634,0.6772712076283506,0.7052572097214954,0.6172533295256457,0.707386988666061,SCN3A
mutant_site,8,linear_svm,0.01,none,6,0.6728408764287525,0.6757242426885285,0.7240678963893249,0.645955953231495,0.6794245781316967,SCN3A
delta_site,64,linear_svm,10.0,none,6,0.6715579825111503,0.6754168120239549,0.7453343944415373,0.5964748272961068,0.6958737339829485,SCN3A
wt_site,128,linear_svm,1.0,none,6,0.6709073341698928,0.6753245101459386,0.7045384179312751,0.6166604183761046,0.6792164248592707,SCN3A
wt_site,64,linear_svm,0.1,none,6,0.6815837574820579,0.6741045991045991,0.7400793650793651,0.6085417569089492,0.7207103681098439,SCN3A
mutant_site,8,logistic_regression,0.1,none,6,0.6776962591164417,0.6733650939008081,0.7127769056340485,0.64359427981719,0.6610703476093731,SCN3A
wt_site,64,logistic_regression,10.0,none,6,0.6871573870545175,0.6726234083376941,0.7178200767486481,0.6340373783922171,0.7001270676695289,SCN3A
delta_site,64,linear_svm,1.0,none,6,0.6694348402606195,0.6726212279783709,0.7485533315890458,0.5930734667518891,0.6975399138844337,SCN3A
wt_mut_site,8,rbf_svm,10.0,0.01,6,0.6601787805884924,0.670604032211175,0.750836531193674,0.6003547913643713,0.7137688662767686,SCN3A
delta_site,32,rbf_svm,1.0,scale,6,0.6407882836710345,0.6696072446072446,0.7342505378219665,0.5666327018841391,0.7020046027269583,SCN3A
mutant_site,128,logistic_regression,10.0,none,6,0.6609860398242531,0.6695501918716205,0.6952235595092738,0.6132691786391976,0.6591562209985423,SCN3A
mutant_site,8,linear_svm,10.0,none,6,0.6743745688212565,0.6686820454677598,0.7295649456363741,0.6423981075683862,0.6832258564103664,SCN3A
mutant_site,8,linear_svm,1.0,none,6,0.6743745688212565,0.6686820454677598,0.7285627071341357,0.6423981075683862,0.6815623261165564,SCN3A
mutant_site,8,linear_svm,0.1,none,6,0.6743745688212565,0.6686820454677598,0.7279216814931101,0.6423981075683862,0.6815740002112783,SCN3A
wt_site,8,rbf_svm,1.0,0.1,6,0.6529775565180345,0.6672135734635735,0.7193565032850747,0.5642581328286924,0.679456984667535,SCN3A
wt_site,32,rbf_svm,10.0,0.01,6,0.6647374384280071,0.6668022123379266,0.7663061805918948,0.5615640237626479,0.7373612931631492,SCN3A
wt_mut_site,8,rbf_svm,0.1,0.01,6,0.6296357408481402,0.6664242833885691,0.7596044828187686,0.5931432552122208,0.7132319706259427,SCN3A
wt_site,128,logistic_regression,10.0,none,6,0.6637128418847452,0.6651654892726321,0.6872216407930694,0.6192546583850932,0.6538870287859102,SCN3A
wt_site,8,rbf_svm,10.0,0.1,6,0.6724528921114871,0.6616849090063376,0.7361794290365719,0.5377775761716855,0.6796591071999935,SCN3A
delta_site,16,rbf_svm,0.1,scale,6,0.6313332846718235,0.6585128495842781,0.6969460433746147,0.648000098550413,0.6325703997889573,SCN3A
mutant_site,64,rbf_svm,10.0,0.01,6,0.6685832893542498,0.6584259986045701,0.8024976016047445,0.5148017663147113,0.7776381510754096,SCN3A
mutant_site,16,rbf_svm,0.1,0.01,6,0.6337062254376754,0.6580411651840223,0.7989534275248561,0.5771173271173271,0.7276558210655256,SCN3A
wt_mut_site,8,rbf_svm,10.0,0.1,6,0.6617919434529268,0.6578692801907088,0.7527189080760509,0.5083633703923559,0.7121453992169671,SCN3A
wt_site,64,logistic_regression,1.0,none,6,0.666184357613462,0.6571403133903134,0.722199691842549,0.613985945255295,0.7035867493763436,SCN3A
delta_site,32,rbf_svm,10.0,scale,6,0.6458158571657352,0.6561351677423106,0.7116249491249492,0.550005996282305,0.663331294353321,SCN3A
mutant_site,128,linear_svm,1.0,none,6,0.6494288116047826,0.6559051398337112,0.6887428048142334,0.5970498637165303,0.6569976956910276,SCN3A
wt_mut_site,128,linear_svm,1.0,none,6,0.6456117489885703,0.6552194168265597,0.6966360689574974,0.5842734084669569,0.6750297192476887,SCN3A
delta_site,128,rbf_svm,1.0,scale,6,0.6341654285667917,0.6533555729984301,0.7480732891447177,0.5336947441066434,0.6943854823604241,SCN3A
delta_site,128,logistic_regression,0.1,none,6,0.641862200389782,0.6521505610791325,0.691372681551253,0.5694169945593095,0.6700645682344571,SCN3A
delta_site,64,logistic_regression,1.0,none,6,0.6427338796691445,0.6502293011221583,0.7297219315076457,0.5546574770258981,0.6874286491449828,SCN3A
delta_site,64,linear_svm,0.1,none,6,0.6485019846342925,0.6497834176405605,0.7412433135647422,0.5711346773879846,0.686685211921901,SCN3A
delta_site,128,logistic_regression,1.0,none,6,0.6476755491401636,0.6495319495319496,0.707021483807198,0.5465076319649033,0.6656351876330752,SCN3A
wt_mut_site,8,rbf_svm,1.0,0.1,6,0.6272011837531084,0.6479424675853247,0.7701879469736612,0.5116116746551529,0.7522309969960504,SCN3A
mutant_site,64,rbf_svm,1.0,0.01,6,0.6450607138457229,0.6478312692598407,0.8085989737775452,0.5134188342521676,0.7874613610492308,SCN3A
mutant_site,128,linear_svm,0.1,none,6,0.65947199576035,0.6476045118902262,0.702493967672539,0.611589008363202,0.6882338811361648,SCN3A
wt_mut_site,64,rbf_svm,1.0,0.01,6,0.6624439410219437,0.6451156317227745,0.7885854555497414,0.492003367003367,0.7661843750670286,SCN3A
delta_site,64,logistic_regression,0.1,none,6,0.6342202987571743,0.6448986859701146,0.7327082969940113,0.5595313587249071,0.6904367040683829,SCN3A
mutant_site,128,rbf_svm,10.0,0.01,6,0.6528213124348606,0.6441224780510495,0.789382376882377,0.4624381454999433,0.7686775587791397,SCN3A
wt_site,16,rbf_svm,1.0,0.1,6,0.6556503559766796,0.6430319349962207,0.7407770800627943,0.5017502612330199,0.7247095576078064,SCN3A
delta_site,64,logistic_regression,10.0,none,6,0.6350494534396364,0.6412996395139252,0.7269223501366359,0.5402776047937338,0.6827901827107573,SCN3A
wt_site,16,rbf_svm,10.0,0.1,6,0.6495484622707691,0.6398802255945113,0.7239519739519741,0.47391671635857685,0.7142702255318104,SCN3A
delta_site,128,logistic_regression,10.0,none,6,0.6297516133574339,0.6384448223733937,0.6828587417873132,0.5424159174159174,0.6587617064471389,SCN3A
mutant_site,128,rbf_svm,1.0,0.01,6,0.6453218260983083,0.6376588028373743,0.774551209372638,0.4590793167406071,0.7592528624297455,SCN3A
wt_mut_site,16,rbf_svm,1.0,0.1,6,0.6575885583342546,0.6365061195418339,0.7806449502878073,0.4766420158377163,0.7687918995328998,SCN3A
mutant_site,16,rbf_svm,10.0,0.1,6,0.6537184755326254,0.6362161317518461,0.7740813419384848,0.4650796734130067,0.7442488183099399,SCN3A
wt_mut_site,32,rbf_svm,1.0,0.1,6,0.6550439769783851,0.6348326937612652,0.7987559233094949,0.42910518225735617,0.7739197316846376,SCN3A
wt_site,64,rbf_svm,10.0,0.1,6,0.6604203210644066,0.6347574713646141,0.75110489708704,0.44464088856892453,0.7321835018261157,SCN3A
wt_site,64,rbf_svm,10.0,0.01,6,0.6189788733643277,0.6340343188557475,0.7402545206116634,0.4945450460111734,0.7306425142636614,SCN3A
delta_site,64,rbf_svm,10.0,scale,6,0.6367374410307728,0.6333191609977324,0.7299832112332112,0.5341796097172441,0.6751720741571244,SCN3A
delta_site,16,rbf_svm,1.0,scale,6,0.6047327075825503,0.6332315832315832,0.7092487208558637,0.5239647584831072,0.6415487121930497,SCN3A
wt_site,128,rbf_svm,1.0,0.01,6,0.6485750279337991,0.6330073696145125,0.7553865777080063,0.4805705807227105,0.7363122232623911,SCN3A
delta_site,64,linear_svm,0.01,none,6,0.629541189646076,0.6317009709866853,0.7279474824117681,0.5564120545186464,0.6803843051960384,SCN3A
wt_mut_site,64,rbf_svm,10.0,0.01,6,0.6499041321047464,0.6316897057968487,0.7952573550787836,0.45815055315055314,0.7635544063144984,SCN3A
wt_site,32,rbf_svm,10.0,0.1,6,0.6552119877310733,0.6315472556543985,0.7179610733182162,0.4479248648603487,0.7159730499247031,SCN3A
wt_site,64,rbf_svm,1.0,0.01,6,0.621013878826563,0.6314433251933252,0.7579303302517588,0.48997514485420135,0.7366634368507946,SCN3A
wt_mut_site,32,rbf_svm,10.0,0.1,6,0.6561055481036505,0.6314316966102681,0.8049881170416885,0.4217434291328912,0.7791511481019532,SCN3A
delta_site,128,linear_svm,1.0,none,6,0.6278252765489492,0.6307350718065003,0.6991187714402001,0.5257932324662242,0.66213532740394,SCN3A
mutant_site,16,rbf_svm,1.0,0.1,6,0.6478896585079662,0.6293698034769464,0.776637086458515,0.4616547516874314,0.744449908626617,SCN3A
wt_mut_site,128,linear_svm,10.0,none,6,0.6101597274511443,0.6286372027443456,0.69442118727833,0.5385424971754048,0.676340393041797,SCN3A
wt_site,64,rbf_svm,1.0,0.1,6,0.6550439769783851,0.6283472149543577,0.7386848435955579,0.4413170519117546,0.7236130845494119,SCN3A
wt_mut_site,16,rbf_svm,10.0,0.1,6,0.6455012223556947,0.6276295133437991,0.7758717803360661,0.4494468494468495,0.7645880520132727,SCN3A
delta_site,128,linear_svm,0.1,none,6,0.6155699298177013,0.6269659573231001,0.6874934589220304,0.5279025895178984,0.6526398265534171,SCN3A
wt_mut_site,128,rbf_svm,1.0,0.01,6,0.6508972147703171,0.6247187336473051,0.7762199110413396,0.4423352513526643,0.7566246295745751,SCN3A
wt_mut_site,128,rbf_svm,10.0,0.01,6,0.6519587858955825,0.6240599017384733,0.7755941479155765,0.44109147025813694,0.7556438486755118,SCN3A
delta_site,32,linear_svm,0.1,none,6,0.6115998446786866,0.6228825077039363,0.6936784115355544,0.5484323961479134,0.6688806364084066,SCN3A
wt_site,128,rbf_svm,10.0,0.01,6,0.6321729189944832,0.6215844671201814,0.7457701029129601,0.446638343507672,0.7307015840108378,SCN3A
mutant_site,32,rbf_svm,10.0,0.1,6,0.6471266542616817,0.6215710215710216,0.8072591429734287,0.3728841334104492,0.7859344678924952,SCN3A
mutant_site,128,linear_svm,10.0,none,6,0.6078996082812244,0.6208522297808012,0.6732059276702134,0.5383870967741936,0.648198715253092,SCN3A
wt_site,128,rbf_svm,10.0,0.1,6,0.6456888814369838,0.6202097505668934,0.7333395110180825,0.3992651149172888,0.6994725960135364,SCN3A
delta_site,128,linear_svm,0.01,none,6,0.602668907430957,0.6201697773126345,0.6807368887726031,0.5385130735514367,0.6353268289605106,SCN3A
delta_site,32,linear_svm,0.01,none,6,0.6040925755626235,0.6197307983022269,0.6918280132565847,0.5333930511824251,0.6623417962975457,SCN3A
delta_site,64,logistic_regression,0.01,none,6,0.614184606228612,0.6193259782545497,0.719762050119193,0.5640181082049742,0.6858762521739611,SCN3A
wt_site,32,rbf_svm,1.0,0.1,6,0.6444592995590303,0.6187267428338857,0.7352077155648584,0.44151460845009227,0.7267529566065792,SCN3A
mutant_site,32,rbf_svm,1.0,0.1,6,0.6407572275100893,0.6172975172975174,0.7984821065178208,0.3646025599114844,0.7803786016510417,SCN3A
delta_site,8,rbf_svm,0.1,scale,6,0.588753895727698,0.6155485057270772,0.6679810599453457,0.5932105921876029,0.6309223512989981,SCN3A
delta_site,32,linear_svm,1.0,none,6,0.6007512369388374,0.6146505610791325,0.6872935926507355,0.5392106764057983,0.6666337565317679,SCN3A
wt_site,128,rbf_svm,1.0,0.1,6,0.6403125373509623,0.613799494156637,0.720286063143206,0.3961881918403658,0.6912209198249243,SCN3A
wt_site,64,rbf_svm,0.1,scale,6,0.574490572744696,0.6136643118785976,0.7548302226873655,0.5756799937651002,0.6991190493160625,SCN3A
delta_site,32,rbf_svm,0.1,scale,6,0.58436108604886,0.6125363393220536,0.7091571457642886,0.5761810513418628,0.653324257924441,SCN3A
delta_site,128,linear_svm,10.0,none,6,0.6066476588863369,0.6120275888133031,0.6786342955985813,0.5129733374831414,0.656064704843276,SCN3A
wt_mut_site,64,rbf_svm,0.1,scale,6,0.5701757997839398,0.6119828914471772,0.7621231612303041,0.5581199664532998,0.7278550186874787,SCN3A
delta_site,16,logistic_regression,0.01,none,6,0.5932919244170137,0.61067649281935,0.6413156288156289,0.5311167821078717,0.6274358951157929,SCN3A
wt_site,128,linear_svm,10.0,none,6,0.609832852306525,0.610248778998779,0.6616867259724403,0.5427192088956795,0.6655891886681454,SCN3A
delta_site,128,rbf_svm,1.0,0.01,6,0.5942896608019723,0.6102240682597825,0.7172742601314029,0.38476019594440647,0.6911826309368099,SCN3A
delta_site,8,rbf_svm,10.0,scale,6,0.5995440225778178,0.6086011541368684,0.6522788388859818,0.5004297880768469,0.6426808894747804,SCN3A
delta_site,128,rbf_svm,10.0,0.01,6,0.6259920348610343,0.6073165591022734,0.7208057154485726,0.36595469453656587,0.6925981249020211,SCN3A
delta_site,8,rbf_svm,1.0,scale,6,0.5841167115567182,0.606884484563056,0.6690396243967672,0.505976487168076,0.6456504225581845,SCN3A
delta_site,16,rbf_svm,10.0,scale,6,0.6006740821627777,0.6061097302168731,0.6801965230536658,0.5102347682367966,0.6368950028871595,SCN3A
delta_site,32,linear_svm,10.0,none,6,0.5899985487667944,0.6053913018198732,0.6892624571195999,0.5255254369141072,0.6671163352955967,SCN3A
delta_site,128,logistic_regression,0.01,none,6,0.5955456227938372,0.6052492150706437,0.7103676085818943,0.5447176164157296,0.6846574185337588,SCN3A
delta_site,64,rbf_svm,10.0,0.01,6,0.5912044697191697,0.6043734374091517,0.7046001947787662,0.39366161616161616,0.6809871335336584,SCN3A
delta_site,32,logistic_regression,1.0,none,6,0.588119688508157,0.6042059131344846,0.6777545206116634,0.5142823083618655,0.6544407715951783,SCN3A
delta_site,32,logistic_regression,10.0,none,6,0.588119688508157,0.6042059131344846,0.6763376504447933,0.5142823083618655,0.6535689917467967,SCN3A
wt_site,128,rbf_svm,0.1,scale,6,0.5749229938622704,0.6030888423745567,0.7726197744054887,0.5483355578338163,0.7194749934201562,SCN3A
delta_site,64,rbf_svm,1.0,0.01,6,0.5858966140928428,0.6021832664689808,0.7036401098901099,0.3925151193463295,0.6805590235916524,SCN3A
delta_site,16,logistic_regression,0.1,none,6,0.583600807370236,0.6021294842723414,0.639283533926391,0.5177387999673946,0.62920618562805,SCN3A
delta_site,16,logistic_regression,1.0,none,6,0.583600807370236,0.6021294842723414,0.639141083783941,0.5177387999673946,0.6291274745802781,SCN3A
delta_site,16,logistic_regression,10.0,none,6,0.583600807370236,0.6021294842723414,0.639141083783941,0.5177387999673946,0.6291274745802781,SCN3A
delta_site,32,logistic_regression,0.1,none,6,0.5870581173828916,0.6021225798011512,0.6773166317809175,0.5118592152308078,0.6547003159631396,SCN3A
delta_site,32,rbf_svm,10.0,0.1,6,0.6353046121848626,0.6018009768009768,0.6770241002383859,0.329360291124997,0.6539704780555172,SCN3A
mutant_site,64,rbf_svm,10.0,0.1,6,0.6353046121848626,0.6004298941798941,0.7847006003256003,0.32522530379673237,0.7559825378012244,SCN3A
delta_site,64,rbf_svm,1.0,0.1,6,0.6353046121848626,0.6004298941798941,0.6911937103901389,0.32522530379673237,0.6665319888193356,SCN3A
delta_site,32,rbf_svm,1.0,0.1,6,0.6321198988090663,0.5996642246642246,0.6770241002383859,0.3257292090625424,0.6539704780555172,SCN3A
delta_site,64,rbf_svm,10.0,0.1,6,0.6342430410595971,0.5983465608465609,0.6908731975696262,0.3195563695563695,0.6663364294008779,SCN3A
delta_site,8,rbf_svm,10.0,0.01,6,0.5889164457760737,0.5981056311413454,0.6414257369614512,0.4992393750087348,0.6078810437871311,SCN3A
delta_site,8,rbf_svm,1.0,0.1,6,0.5754324708763288,0.596866823652538,0.7183204692133263,0.39442736358997393,0.6885056492075305,SCN3A
mutant_site,64,rbf_svm,0.1,scale,6,0.5615179392174617,0.5954594017094017,0.7749353160067446,0.5294517807122849,0.745035944792401,SCN3A
delta_site,8,rbf_svm,10.0,0.1,6,0.5750795202306846,0.5954107070178499,0.729185926507355,0.3960095579450418,0.6979431454497504,SCN3A
delta_site,16,rbf_svm,10.0,0.1,6,0.6204426164311471,0.594571632071632,0.688088333624048,0.3219718284935676,0.6624738657371024,SCN3A
delta_site,16,linear_svm,0.01,none,6,0.5739845006966736,0.5926376533519391,0.6426009506366649,0.49619335550624877,0.6206867066381035,SCN3A
delta_site,64,rbf_svm,0.1,scale,6,0.5760685217215079,0.5894027269027269,0.7047826181754754,0.5339500245178163,0.6547910551329571,SCN3A
wt_mut_site,128,rbf_svm,0.1,scale,6,0.5674559049402635,0.5890346095703238,0.7788461538461539,0.5444877722255951,0.732575197611102,SCN3A
delta_site,8,rbf_svm,1.0,0.01,6,0.5687323908234242,0.5873299319727892,0.6491234955520669,0.4936280530654396,0.606036174806048,SCN3A
delta_site,16,rbf_svm,1.0,0.1,6,0.5620562045415504,0.5855616605616606,0.6884088464445607,0.3314611314611315,0.6624117332505312,SCN3A
mutant_site,64,rbf_svm,1.0,0.1,6,0.5535636355394272,0.5853479853479854,0.7847896316646317,0.33284139371095894,0.7559825378012244,SCN3A
delta_site,8,rbf_svm,0.1,0.01,6,0.5627273225498203,0.5835350165707308,0.6505487237630095,0.6307465093437958,0.6024093428666104,SCN3A
delta_site,16,linear_svm,1.0,none,6,0.5660439269261818,0.582242426885284,0.6507140676783534,0.4879294447945301,0.6312757621020755,SCN3A
delta_site,16,linear_svm,0.1,none,6,0.5649823558009164,0.5815301761730333,0.650749680213966,0.48738605091159265,0.6313282492393494,SCN3A
delta_site,16,linear_svm,10.0,none,6,0.5649823558009164,0.5815301761730333,0.6506428426071283,0.48738605091159265,0.6312820632344956,SCN3A
delta_site,32,logistic_regression,0.01,none,6,0.5680839959795948,0.5803655009012152,0.6763961567532997,0.5108041267798599,0.6498879014641119,SCN3A
mutant_site,128,rbf_svm,10.0,0.1,6,0.6130736862208874,0.5798280423280423,0.7712792168149312,0.2634957634957635,0.7378800749025874,SCN3A
delta_site,128,rbf_svm,10.0,0.1,6,0.6130736862208874,0.5798280423280423,0.7060497703354846,0.2634957634957635,0.663979738095057,SCN3A
delta_site,128,rbf_svm,1.0,0.1,6,0.6130736862208874,0.5798280423280423,0.7056224199081341,0.2634957634957635,0.663979738095057,SCN3A
delta_site,16,rbf_svm,1.0,0.01,6,0.5522590678567532,0.5782897988255131,0.6871991104133962,0.45826396286214016,0.6345590225049009,SCN3A
delta_site,32,rbf_svm,1.0,0.01,6,0.560856696408112,0.5768910983196698,0.688492426885284,0.38894374546548455,0.6710438615089611,SCN3A
mutant_site,128,rbf_svm,0.1,scale,6,0.5474878173345414,0.5740766178266178,0.7836349497063783,0.4892757260833704,0.7389977602514733,SCN3A
wt_mut_site,64,rbf_svm,10.0,0.1,6,0.5345174229512484,0.5668828856328857,0.7364915838130125,0.27645872645872643,0.7001071202889572,SCN3A
delta_site,8,logistic_regression,0.1,none,6,0.5473118547501646,0.5662298680155823,0.5472738240595384,0.4865039834260081,0.5532137525924506,SCN3A
delta_site,8,logistic_regression,1.0,none,6,0.5473118547501646,0.5662298680155823,0.5472382115239258,0.4865039834260081,0.5531520244948276,SCN3A
delta_site,8,logistic_regression,10.0,none,6,0.5473118547501646,0.5662298680155823,0.5472382115239258,0.4865039834260081,0.5531520244948276,SCN3A
mutant_site,128,rbf_svm,1.0,0.1,6,0.5302711384501868,0.5654049654049654,0.7693383336240479,0.276040566363147,0.7351848797073922,SCN3A
wt_mut_site,128,rbf_svm,10.0,0.1,6,0.5302711384501868,0.5654049654049654,0.7461591153555439,0.276040566363147,0.6958369697263858,SCN3A
wt_mut_site,64,rbf_svm,1.0,0.1,6,0.5313327095754522,0.5647461334961336,0.7283185068899355,0.27533547205678355,0.6947912043154437,SCN3A
wt_mut_site,128,rbf_svm,1.0,0.1,6,0.5281479961996559,0.563980463980464,0.7376121068085354,0.27531609446503064,0.6907163237407831,SCN3A
wt_site,16,rbf_svm,0.1,0.01,6,0.5468540072281353,0.559927539391825,0.7655346967846968,0.4446702566062011,0.7006251305543175,SCN3A
delta_site,32,rbf_svm,10.0,0.01,6,0.5443669307248927,0.5558608058608059,0.6852324263038548,0.35971672243481906,0.6661399894726697,SCN3A
delta_site,8,linear_svm,0.1,none,6,0.5361180791441821,0.5501751555322983,0.5530543200186058,0.4430295013628347,0.569836319505555,SCN3A
delta_site,8,linear_svm,1.0,none,6,0.5361180791441821,0.5501751555322983,0.5527708733065876,0.4430295013628347,0.5711420313055661,SCN3A
delta_site,8,linear_svm,10.0,none,6,0.5361180791441821,0.5501751555322983,0.5523805889877319,0.4430295013628347,0.571013479650585,SCN3A
delta_site,16,rbf_svm,10.0,0.01,6,0.5404251602308439,0.5494578173149601,0.6881660997732427,0.42724292615596965,0.6606362966838132,SCN3A
delta_site,8,logistic_regression,0.01,none,6,0.5343597530883856,0.5494029449386593,0.5458151636723065,0.47992339925921695,0.5527195583009057,SCN3A
delta_site,8,linear_svm,0.01,none,6,0.5333858387070236,0.5484744752601896,0.5473686696900982,0.44201324120023305,0.5651712619452557,SCN3A
delta_site,128,rbf_svm,0.1,scale,6,0.5264312139191618,0.5226521164021164,0.7119799843014128,0.37195711581965113,0.6647503467369092,SCN3A
mutant_site,8,rbf_svm,0.1,0.1,6,0.5111422354245382,0.5128205128205128,0.7943445113087969,0.31534146956114767,0.7171273188575203,SCN3A
wt_mut_site,16,rbf_svm,0.1,0.01,6,0.5122038065498035,0.5121616809116809,0.7860809494738067,0.3146698837464356,0.6994718992765688,SCN3A
delta_site,16,rbf_svm,0.1,0.01,6,0.5077210228363592,0.5073768823768824,0.6773420693063551,0.3132740275597419,0.6240406754550335,SCN3A
mutant_site,32,rbf_svm,0.1,0.01,6,0.5057658913385167,0.5064102564102564,0.7939654921797779,0.3126818950930626,0.7248356356637579,SCN3A
wt_mut_site,32,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.8036650023257166,0.31013087468489936,0.7744500847024431,SCN3A
mutant_site,32,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7977843915343915,0.31013087468489936,0.7799180891255059,SCN3A
mutant_site,64,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7954339641839642,0.31013087468489936,0.7712809047302551,SCN3A
mutant_site,64,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7952906055584626,0.31013087468489936,0.7578464912199075,SCN3A
mutant_site,128,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7900651927437642,0.31013087468489936,0.7660772465511624,SCN3A
wt_mut_site,64,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7865675329961044,0.31013087468489936,0.7581614536589297,SCN3A
wt_site,32,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7823430868073725,0.31013087468489936,0.73789508388432,SCN3A
mutant_site,16,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7815356270713414,0.31013087468489936,0.7183657869710166,SCN3A
wt_mut_site,32,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7806009797081227,0.31013087468489936,0.7351215949027633,SCN3A
wt_mut_site,128,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7759350107564393,0.31013087468489936,0.7555996962710586,SCN3A
wt_site,64,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7755192889121462,0.31013087468489936,0.7465510682037056,SCN3A
wt_mut_site,16,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7707770073841503,0.31013087468489936,0.7551804717716167,SCN3A
mutant_site,128,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7701388888888889,0.31013087468489936,0.7338790254858555,SCN3A
wt_site,128,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7648238996453283,0.31013087468489936,0.7381102210671084,SCN3A
wt_mut_site,8,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7625632304203732,0.31013087468489936,0.7026097073341534,SCN3A
wt_site,8,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7495428513285657,0.31013087468489936,0.6928824560448642,SCN3A
wt_site,16,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7421438019652306,0.31013087468489936,0.7165612651447271,SCN3A
wt_site,64,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7415411143089714,0.31013087468489936,0.724431374761035,SCN3A
wt_site,32,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7390894819466248,0.31013087468489936,0.727680409061023,SCN3A
wt_mut_site,128,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.732769165358451,0.31013087468489936,0.6810526890522727,SCN3A
wt_site,128,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7257311471597186,0.31013087468489936,0.6967635359673131,SCN3A
wt_mut_site,64,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7239672364672365,0.31013087468489936,0.6888318501038898,SCN3A
delta_site,128,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.7160478080120938,0.31013087468489936,0.6911554252024206,SCN3A
delta_site,8,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.7023878568521426,0.31013087468489936,0.669535528983722,SCN3A
delta_site,32,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.6987862666434096,0.31013087468489936,0.6721991665337188,SCN3A
delta_site,64,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.6954368713297284,0.31013087468489936,0.6682207231699215,SCN3A
delta_site,64,rbf_svm,0.1,0.01,6,0.5003895472524952,0.5,0.694283461247747,0.31013087468489936,0.6768265036766281,SCN3A
delta_site,128,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.6875886679458109,0.31013087468489936,0.6548298986628721,SCN3A
delta_site,16,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.6863609439502296,0.31013087468489936,0.6601077032327488,SCN3A
delta_site,32,rbf_svm,0.1,0.1,6,0.5003895472524952,0.5,0.6751558956916099,0.31013087468489936,0.6560414842337429,SCN3A
