target_gene,method,hidden_dim,proj_dim,k,n_seeds,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,mean_average_precision,std_average_precision,mean_gof_f1,std_gof_f1,mean_final_loss
SCN2A,contrastive_projection_wt_mut,512,128,5,5,0.63125,0.013975424859373684,0.6404761904761905,0.012422599874998896,0.6460317460317461,0.022692029294437782,0.6479283679283678,0.017099182989037863,0.6333333333333333,0.018633899812498238,4.982824039459229
SCN2A,contrastive_projection_wt_mut,256,128,3,5,0.63125,0.013975424859373692,0.6404761904761905,0.012422599874998875,0.6436507936507937,0.008602969598682158,0.6483358770858771,0.00450291242837219,0.6333333333333333,0.018633899812498234,4.985867309570312
SCN2A,contrastive_projection_wt_mut,512,128,1,5,0.63125,0.013975424859373684,0.6404761904761905,0.012422599874998896,0.6404761904761905,0.012422599874998896,0.6508399470899471,0.008976807290624118,0.6333333333333333,0.018633899812498238,4.982824039459229
SCN2A,contrastive_projection_wt_mut,1024,64,5,5,0.63125,0.013975424859373684,0.638888888888889,0.013746434980705442,0.6496031746031746,0.010175302702347691,0.6574000155617803,0.004001931568169723,0.6377450980392156,0.018778413048409746,4.984293842315674
SCN2A,contrastive_projection_wt_mut,1024,64,3,5,0.63125,0.02614562582918986,0.638888888888889,0.026172432456890722,0.642063492063492,0.016517186816085258,0.6541129785247433,0.007404912704270021,0.6378787878787879,0.02739346171479474,4.984293842315674
SCN2A,contrastive_projection_wt_mut,1024,64,1,5,0.63125,0.02614562582918986,0.638888888888889,0.026172432456890722,0.638888888888889,0.026172432456890764,0.6495634920634921,0.01915863570561443,0.6378787878787879,0.02739346171479474,4.984293842315674
SCN2A,contrastive_projection_wt_mut,512,64,3,5,0.625,0.03125,0.634920634920635,0.027777777777777825,0.6507936507936508,0.011904761904762024,0.6546784696784697,0.01115643588848799,0.6239247311827957,0.04301495275191798,4.985027122497558
SCN2A,contrastive_projection_wt_mut,1024,256,5,5,0.625,0.022097086912079615,0.634920634920635,0.019641855032959676,0.6444444444444445,0.010347940325718539,0.6456267806267806,0.007252302385746054,0.6244623655913978,0.03042210370062384,4.980661869049072
SCN2A,contrastive_projection_wt_mut,256,64,3,5,0.625,0.02209708691207961,0.634920634920635,0.019641855032959652,0.644047619047619,0.029549506652589628,0.65251628001628,0.025607697882575445,0.6244623655913978,0.030422103700623832,4.9874587059021
SCN2A,contrastive_projection_wt_mut,256,256,3,5,0.625,0.02209708691207961,0.634920634920635,0.019641855032959652,0.6436507936507937,0.008602969598682125,0.6483358770858771,0.004502912428372158,0.6244623655913978,0.03042210370062385,4.984533500671387
SCN2A,contrastive_projection_wt_mut,512,256,1,5,0.625,0.022097086912079615,0.634920634920635,0.019641855032959676,0.6349206349206349,0.019641855032959694,0.646955636955637,0.013964483195727283,0.6244623655913978,0.03042210370062384,4.982137012481689
SCN2A,contrastive_projection_wt_mut,1024,256,1,5,0.625,0.02209708691207961,0.634920634920635,0.01964185503295965,0.6349206349206349,0.019641855032959708,0.646955636955637,0.013964483195727274,0.6244623655913978,0.030422103700623832,4.980661869049072
SCN2A,contrastive_projection_wt_mut,1024,512,1,5,0.625,0.02209708691207961,0.634920634920635,0.019641855032959673,0.6349206349206349,0.01964185503295969,0.646955636955637,0.013964483195727266,0.6244623655913978,0.03042210370062381,4.980136871337891
SCN2A,contrastive_projection_wt_mut,512,256,5,5,0.61875,0.026145625829189854,0.6293650793650795,0.023240556292613217,0.6444444444444445,0.010347940325718527,0.6458384208384208,0.007256810640632293,0.6155913978494624,0.03615316574277624,4.982137012481689
SCN2A,contrastive_projection_wt_mut,512,128,3,5,0.61875,0.026145625829189872,0.6293650793650795,0.023240556292613238,0.6380952380952382,0.01621652122357352,0.6439468864468865,0.013472250526134424,0.6155913978494624,0.03615316574277621,4.982824039459229
SCN2A,contrastive_projection_wt_mut,256,128,1,5,0.61875,0.013975424859373692,0.6293650793650793,0.012422599874998795,0.6293650793650793,0.012422599874998823,0.6429410866910867,0.008685581506008823,0.6161290322580645,0.019836086897175545,4.985867309570312
SCN2A,contrastive_projection_wt_mut,256,256,1,5,0.61875,0.013975424859373677,0.6293650793650793,0.01242259987499878,0.6293650793650793,0.012422599874998795,0.6429410866910867,0.008685581506008839,0.6161290322580645,0.019836086897175562,4.984533500671387
SCN2A,contrastive_projection_wt_mut,512,256,3,5,0.6125,0.02795084971874736,0.6238095238095239,0.024845199749997673,0.6404761904761905,0.012735560742762888,0.6441519129019129,0.008605821070351538,0.6067204301075269,0.038624645256385655,4.982137012481689
SCN2A,contrastive_projection_wt_mut,1024,256,3,5,0.6125,0.01711632992203645,0.6238095238095238,0.015214515486254573,0.6444444444444445,0.010347940325718539,0.646050061050061,0.007253601347312419,0.607258064516129,0.024294145695793645,4.980661869049072
SCN2A,contrastive_projection_wt_mut,512,512,3,5,0.60625,0.027950849718747384,0.6182539682539684,0.024845199749997687,0.626984126984127,0.019841269841269868,0.6366829466829467,0.009502532173261538,0.5978494623655914,0.03846998670967376,4.981366443634033
SCN2A,contrastive_projection_wt_mut,512,512,1,5,0.60625,0.027950849718747384,0.6182539682539684,0.024845199749997687,0.6182539682539682,0.02484519974999771,0.6353027065527066,0.017662388796632938,0.5978494623655914,0.03846998670967376,4.981366443634033
SCN2A,contrastive_projection_wt_mut,1024,512,3,5,0.60625,0.01711632992203645,0.6182539682539683,0.01521451548625456,0.6444444444444445,0.010347940325718544,0.646050061050061,0.007253601347312429,0.5983870967741935,0.02429414569579363,4.980136871337891
SCN2A,contrastive_projection_wt_mut,256,512,5,5,0.60625,0.01711632992203645,0.6182539682539683,0.01521451548625456,0.638888888888889,0.017746571249998323,0.6419012006512006,0.00922214785036205,0.5983870967741935,0.02429414569579363,4.984100818634033
SCN2A,contrastive_projection_wt_mut,256,512,3,5,0.6,0.013975424859373692,0.6126984126984127,0.012422599874998788,0.638888888888889,0.017746571249998323,0.6425096662596662,0.010115005071398274,0.5895161290322581,0.019836086897175524,4.984100818634033
SCN2A,contrastive_projection_wt_mut,512,512,5,5,0.6,0.013975424859373692,0.6126984126984127,0.012422599874998788,0.6309523809523809,0.016600397351866605,0.6381578144078144,0.007834489538601051,0.5895161290322581,0.019836086897175524,4.981366443634033
SCN2A,contrastive_projection_wt_mut,256,512,1,5,0.6,0.013975424859373692,0.6126984126984127,0.012422599874998788,0.6126984126984126,0.012422599874998844,0.6312881562881563,0.008685581506008823,0.5895161290322581,0.019836086897175524,4.984100818634033
